label,independent_units,qipedc_recordings,qipedc_videos,hcmue_videos,vslgh_signers,vslgh_segments,sources,surface_forms
màn hình,2,0,0,2,0,0,hcmue,màn hình
màu cam,1,1,1,0,0,0,qipedc,màu cam
màu cánh sen,1,0,0,1,0,0,hcmue,màu cánh sen
màu hồng,1,0,0,1,0,0,hcmue,màu hồng
màu nhiệm,1,1,1,0,0,0,qipedc,màu nhiệm
màu nâu,3,2,3,1,0,0,qipedc+hcmue,màu nâu
màu sắc,2,0,0,2,0,0,hcmue,màu sắc
màu trắng,3,2,3,1,0,0,qipedc+hcmue,màu trắng
màu tím,1,0,0,1,0,0,hcmue,màu tím
màu vàng,1,0,0,1,0,0,hcmue,màu vàng
màu xanh,3,0,0,3,0,0,hcmue,màu xanh
màu xanh da trời,3,3,3,0,0,0,qipedc,màu xanh da trời
màu xanh lá cây,3,3,3,0,0,0,qipedc,màu xanh lá cây
màu xanh ngắt,1,0,0,1,0,0,hcmue,màu xanh ngắt
màu xanh thẳm,1,0,0,1,0,0,hcmue,màu xanh thẳm
màu xám xịt,1,0,0,1,0,0,hcmue,màu xám xịt
màu đen,2,1,1,1,0,0,qipedc+hcmue,màu đen
màu đỏ,2,1,1,1,0,0,qipedc+hcmue,màu đỏ
màu đỏ tía,1,0,0,1,0,0,hcmue,màu đỏ tía
má,2,1,1,1,0,0,qipedc+hcmue,má
má (giống: mẹ),1,1,1,0,0,0,qipedc,má (giống: mẹ)
má hồng,1,1,1,0,0,0,qipedc,má hồng
mách,2,2,3,0,0,0,qipedc,mách
mái chèo,1,1,1,0,0,0,qipedc,mái chèo
mái hiên,1,1,1,0,0,0,qipedc,mái hiên
mái nhà,1,1,1,0,0,0,qipedc,mái nhà
mái tóc,1,1,1,0,0,0,qipedc,mái tóc
mái vòm,1,1,1,0,0,0,qipedc,mái vòm
máu,6,0,0,0,6,84,vslgh,MÁU
máy bay,2,0,0,2,0,0,hcmue,máy bay
máy bơm,1,1,1,0,0,0,qipedc,máy bơm
máy chiếu,1,1,1,0,0,0,qipedc,máy chiếu
máy in,2,2,3,0,0,0,qipedc,máy in
máy khâu,1,1,1,0,0,0,qipedc,máy khâu
máy may,1,0,0,1,0,0,hcmue,máy may
máy quay,1,1,1,0,0,0,qipedc,máy quay
máy tính (laptop),1,1,1,0,0,0,qipedc,máy tính (laptop)
máy tính bỏ túi,1,1,1,0,0,0,qipedc,máy tính bỏ túi
máy vi tính,1,1,1,0,0,0,qipedc,máy vi tính
máy vi tính cá nhân,1,0,0,1,0,0,hcmue,máy vi tính cá nhân
máy xúc,1,1,1,0,0,0,qipedc,máy xúc
máy ảnh,1,1,1,0,0,0,qipedc,máy ảnh
mâm cơm,1,1,1,0,0,0,qipedc,mâm cơm
mâm ngũ quả,2,2,3,0,0,0,qipedc,mâm ngũ quả
mây,2,1,1,1,0,0,qipedc+hcmue,mây
mã lai (nước ma lai xi a),3,3,3,0,0,0,qipedc,Mã Lai (nước Ma-lai-xi-a)
mã vạch,1,1,1,0,0,0,qipedc,mã vạch
mèo cào,1,1,1,0,0,0,qipedc,mèo cào
mét,6,0,0,0,6,14,vslgh,MÉT
mét (m),1,1,1,0,0,0,qipedc,mét (m)
mét khối (m3),1,1,1,0,0,0,qipedc,mét khối (m3)
mét vuông (m2),1,1,1,0,0,0,qipedc,mét vuông (m2)
mê say (như: say mê),1,1,1,0,0,0,qipedc,mê say (như: say mê)
mê tín,1,1,1,0,0,0,qipedc,mê tín
mênh mông,1,1,1,0,0,0,qipedc,mênh mông
mía,1,1,1,0,0,0,qipedc,mía
mít tinh,1,1,1,0,0,0,qipedc,mít tinh
móc áo,1,1,1,0,0,0,qipedc,móc áo
móng chân,1,1,1,0,0,0,qipedc,móng chân
móng tay,1,1,1,0,0,0,qipedc,móng tay
móng vuốt,1,1,1,0,0,0,qipedc,móng vuốt
mô hình,1,1,1,0,0,0,qipedc,mô hình
mô tả,1,1,1,0,0,0,qipedc,mô tả
môi,1,1,1,0,0,0,qipedc,môi
môi trường,1,1,1,0,0,0,qipedc,môi trường
môn giáo dục công dân,1,1,1,0,0,0,qipedc,môn Giáo dục công dân
môn giáo dục thể chất,1,1,1,0,0,0,qipedc,môn Giáo dục thể chất
môn khoa học,1,1,1,0,0,0,qipedc,môn Khoa học
môn kĩ thuật,2,2,4,0,0,0,qipedc,môn Kĩ thuật
môn lịch sử,2,2,3,0,0,0,qipedc,môn Lịch sử
môn mĩ thuật,1,1,1,0,0,0,qipedc,môn Mĩ thuật
môn ngoại ngữ,1,1,1,0,0,0,qipedc,môn Ngoại ngữ
môn sinh học,1,1,1,0,0,0,qipedc,môn Sinh học
môn tin học và công nghệ,1,1,1,0,0,0,qipedc,môn Tin học và Công nghệ
môn tiếng việt,1,1,1,0,0,0,qipedc,môn Tiếng Việt
môn toán,1,1,1,0,0,0,qipedc,môn Toán
môn tự nhiên và xã hội,1,1,1,0,0,0,qipedc,môn Tự nhiên và Xã hội
môn âm nhạc,1,1,1,0,0,0,qipedc,môn Âm nhạc
môn đạo đức,2,2,3,0,0,0,qipedc,môn Đạo đức
môn địa lý,2,2,3,0,0,0,qipedc,môn Địa lý
mõm,1,1,1,0,0,0,qipedc,mõm
mù chữ,1,1,1,0,0,0,qipedc,mù chữ
mùa hè,4,3,3,1,0,0,qipedc+hcmue,mùa hè
mùa hạ,2,0,0,2,0,0,hcmue,mùa hạ
mùa thu,2,1,1,1,0,0,qipedc+hcmue,mùa thu
mùa xuân,4,2,3,2,0,0,qipedc+hcmue,mùa xuân
mùa đông,2,1,1,1,0,0,qipedc+hcmue,mùa đông
múa,1,1,1,0,0,0,qipedc,múa
múa lân,1,1,1,0,0,0,qipedc,múa lân
múa rối,1,1,1,0,0,0,qipedc,múa rối
múa sạp,1,1,1,0,0,0,qipedc,múa sạp
măng,1,1,1,0,0,0,qipedc,măng
mĩ thuật,1,1,1,0,0,0,qipedc,mĩ thuật
mũ,1,1,1,0,0,0,qipedc,mũ
mũ lưỡi trai,1,1,1,0,0,0,qipedc,mũ lưỡi trai
mũi,6,0,0,0,6,14,vslgh,MŨI
mũi nghẹt,6,0,0,0,6,14,vslgh,MŨI-NGHẸT
mũi sổ,6,0,0,0,6,14,vslgh,MŨI-SỔ
mũi tên,1,1,1,0,0,0,qipedc,mũi tên
mũm mĩm,1,1,1,0,0,0,qipedc,mũm mĩm
mơ ngủ,1,1,1,0,0,0,qipedc,mơ ngủ
mơ ước,1,1,1,0,0,0,qipedc,mơ ước
mưa,2,0,0,2,0,0,hcmue,mưa
mưa phùn,2,1,1,1,0,0,qipedc+hcmue,mưa phùn
mưu kế,1,0,0,1,0,0,hcmue,mưu kế
mưu trí,1,0,0,1,0,0,hcmue,mưu trí
mạch,6,0,0,0,6,56,vslgh,MẠCH
mạch lạc,1,1,1,0,0,0,qipedc,mạch lạc
mạch máu,1,1,1,0,0,0,qipedc,mạch máu
mạng lưới,1,1,1,0,0,0,qipedc,mạng lưới
mạnh bạo (giống: mạnh dạn),1,1,1,0,0,0,qipedc,mạnh bạo (giống: mạnh dạn)
mạnh mẽ,1,1,1,0,0,0,qipedc,mạnh mẽ
mất (chết) (chỉ người),1,1,1,0,0,0,qipedc,mất (chết) (chỉ người)
mất ngủ,1,1,1,0,0,0,qipedc,mất ngủ
mất trí,1,1,1,0,0,0,qipedc,mất trí
mấy giờ?,1,1,1,0,0,0,qipedc,mấy giờ?
mấy lần,6,0,0,0,6,14,vslgh,MẤY-LẦN
mầm cây,1,1,1,0,0,0,qipedc,mầm cây
mầm non,1,1,1,0,0,0,qipedc,mầm non
mẫu,6,0,0,0,6,42,vslgh,MẪU
mẫu số,1,1,1,0,0,0,qipedc,mẫu số
mẫu số bé,1,1,1,0,0,0,qipedc,mẫu số bé
mẫu số chung,1,1,1,0,0,0,qipedc,mẫu số chung
mẫu số lớn,1,1,1,0,0,0,qipedc,mẫu số lớn
mật khẩu,4,3,3,1,0,0,qipedc+hcmue,mật khẩu
mật ong,1,1,1,0,0,0,qipedc,mật ong
mắc áo,1,1,1,0,0,0,qipedc,mắc áo
mắm,1,1,1,0,0,0,qipedc,mắm
mắng,3,3,3,0,0,0,qipedc,mắng
mắt,6,0,0,0,6,70,vslgh,MẮT
mắt trái,6,0,0,0,6,14,vslgh,MẮT-TRÁI
mặc,2,1,1,1,0,0,qipedc+hcmue,mặc
mặc kệ,1,1,1,0,0,0,qipedc,mặc kệ
mặc quần áo,1,1,1,0,0,0,qipedc,mặc quần áo
mặc định,1,0,0,1,0,0,hcmue,mặc định
mặn,6,0,0,0,6,14,vslgh,MẶN
mặt,1,1,1,0,0,0,qipedc,mặt
mặt dài,1,1,1,0,0,0,qipedc,mặt dài
mặt nạ,1,1,1,0,0,0,qipedc,mặt nạ
mặt trăng,2,0,0,2,0,0,hcmue,mặt trăng
mặt trời,1,0,0,1,0,0,hcmue,mặt trời
mặt trời lặn,1,1,1,0,0,0,qipedc,Mặt trời lặn
mặt trời mọc,1,1,1,0,0,0,qipedc,Mặt trời mọc
mặt vuông,1,1,1,0,0,0,qipedc,mặt vuông
mặt đất,1,1,1,0,0,0,qipedc,mặt đất
mẹ ghẻ,1,0,0,1,0,0,hcmue,mẹ ghẻ
mề đay,6,0,0,0,6,14,vslgh,MỀ-ĐAY
mề đây,1,0,0,0,1,1,vslgh,MỀ-ĐÂY
mềm mại,1,1,1,0,0,0,qipedc,mềm mại
mệt,6,0,0,0,6,14,vslgh,MỆT
mệt không?,1,1,1,0,0,0,qipedc,mệt không?
mệt mỏi,1,1,1,0,0,0,qipedc,mệt mỏi
mọc ria mép,1,1,1,0,0,0,qipedc,mọc ria mép
mọc râu,1,1,1,0,0,0,qipedc,mọc râu
mọc tóc,1,1,1,0,0,0,qipedc,mọc tóc
mồ côi,2,1,1,1,0,0,qipedc+hcmue,mồ côi
mồ côi cha mẹ,1,1,1,0,0,0,qipedc,mồ côi cha mẹ
mồ hôi,1,1,1,0,0,0,qipedc,mồ hôi
mồ hôi nhễ nhại,1,1,1,0,0,0,qipedc,mồ hôi nhễ nhại
mỗi,1,1,1,0,0,0,qipedc,mỗi
mỗi ngày,8,2,3,0,6,14,qipedc+vslgh,MỖI-NGÀY | mỗi ngày
mộc nhĩ,1,1,1,0,0,0,qipedc,mộc nhĩ
một,1,0,0,1,0,0,hcmue,Một
một cặp,1,1,1,0,0,0,qipedc,một cặp
một giây,1,0,0,1,0,0,hcmue,một giây
một giờ,1,0,0,1,0,0,hcmue,một giờ
một là,1,1,1,0,0,0,qipedc,một là
một mình,7,1,1,0,6,14,qipedc+vslgh,MỘT-MÌNH | một mình
một nghìn,1,0,0,1,0,0,hcmue,Một nghìn
"một nghìn lẻ một (1,001)",1,0,0,1,0,0,hcmue,"một nghìn lẻ một (1,001)"
một ngàn linh một,1,0,0,1,0,0,hcmue,Một ngàn linh một
một tiếng,2,2,3,0,0,0,qipedc,một tiếng
một tiết học,1,1,1,0,0,0,qipedc,một tiết học
một triệu,2,0,0,2,0,0,hcmue,Một triệu
một triệu một trăm ngàn,1,0,0,1,0,0,hcmue,Một triệu một trăm ngàn
một trăm,1,0,0,1,0,0,hcmue,Một trăm
một ít/ một chút,1,1,1,0,0,0,qipedc,một ít/ một chút
một đôi,1,1,1,0,0,0,qipedc,một đôi
mớ rau,1,1,1,0,0,0,qipedc,mớ rau
mới,8,2,3,0,6,42,qipedc+vslgh,MỚI | mới
mờ,6,0,0,0,6,28,vslgh,MỜ
mời,1,1,1,0,0,0,qipedc,mời
mở,1,1,1,0,0,0,qipedc,mở
mở cửa,1,1,1,0,0,0,qipedc,mở cửa
mở màn,1,1,1,0,0,0,qipedc,mở màn
mở máy,1,0,0,1,0,0,hcmue,mở máy
mở rộng,1,1,1,0,0,0,qipedc,mở rộng
mở đầu,1,1,1,0,0,0,qipedc,mở đầu
mục lục,1,1,1,0,0,0,qipedc,mục lục
mục tiêu,1,1,1,0,0,0,qipedc,mục tiêu
mục đích,1,1,1,0,0,0,qipedc,mục đích
mụn,6,0,0,0,6,14,vslgh,MỤN
mứt,1,1,1,0,0,0,qipedc,mứt
mỳ tôm,2,2,3,0,0,0,qipedc,mỳ tôm
mỳ vằn thắn,1,1,1,0,0,0,qipedc,mỳ vằn thắn
mỳ ý,2,2,3,0,0,0,qipedc,mỳ ý
n,2,1,1,1,0,0,qipedc+hcmue,n
nam,6,0,0,0,6,14,vslgh,NAM
nam bán cầu,1,1,1,0,0,0,qipedc,Nam bán cầu
nam định,1,1,1,0,0,0,qipedc,Nam Định
nay,6,0,0,0,6,56,vslgh,NAY
ngay,5,0,0,0,5,12,vslgh,NGAY
ngay đây,6,0,0,0,6,14,vslgh,NGAY ĐÂY
nghe,7,1,1,0,6,43,qipedc+vslgh,NGHE | nghe
nghi ngờ,2,2,3,0,0,0,qipedc,nghi ngờ
nghiêm chỉnh,1,0,0,1,0,0,hcmue,nghiêm chỉnh
nghiêm cấm,1,0,0,1,0,0,hcmue,nghiêm cấm
nghiêm khắc,2,2,3,0,0,0,qipedc,nghiêm khắc
nghiêm trọng,6,0,0,0,6,14,vslgh,NGHIÊM-TRỌNG
nghiêm túc,1,1,1,0,0,0,qipedc,nghiêm túc
nghiên cứu,1,1,1,0,0,0,qipedc,nghiên cứu
nghiến răng,1,1,1,0,0,0,qipedc,nghiến răng
nghé,2,2,3,0,0,0,qipedc,nghé
nghênh nghênh (đầu),1,1,1,0,0,0,qipedc,nghênh nghênh (đầu)
nghĩ,7,1,1,0,6,28,qipedc+vslgh,NGHĨ | nghĩ
nghĩa bóng,1,1,1,0,0,0,qipedc,nghĩa bóng
nghĩa trang,1,1,1,0,0,0,qipedc,nghĩa trang
nghĩa đen,1,1,1,0,0,0,qipedc,nghĩa đen
nghẹn ngào,1,1,1,0,0,0,qipedc,nghẹn ngào
nghệ sĩ,1,1,1,0,0,0,qipedc,nghệ sĩ
nghệ thuật,2,2,3,0,0,0,qipedc,nghệ thuật
nghỉ,6,0,0,0,6,14,vslgh,NGHỈ
nghỉ hè,4,3,3,1,0,0,qipedc+hcmue,nghỉ hè
nghỉ hưu,1,1,1,0,0,0,qipedc,nghỉ hưu
nghỉ học,3,2,3,1,0,0,qipedc+hcmue,nghỉ học
nghỉ mát,1,1,1,0,0,0,qipedc,nghỉ mát
nghỉ ngơi,1,1,1,0,0,0,qipedc,nghỉ ngơi
nghị lực,1,1,1,0,0,0,qipedc,nghị lực
ngoan ngoãn,1,1,1,0,0,0,qipedc,ngoan ngoãn
ngon giấc,1,1,1,0,0,0,qipedc,ngon giấc
ngon miệng,1,1,1,0,0,0,qipedc,ngon miệng
ngoại hình,1,1,1,0,0,0,qipedc,ngoại hình
ngoắc tay,1,1,1,0,0,0,qipedc,ngoắc tay
ngoằn ngoèo,1,1,1,0,0,0,qipedc,ngoằn ngoèo
ngoặc kép,1,1,1,0,0,0,qipedc,ngoặc kép
ngoặc đơn,1,1,1,0,0,0,qipedc,ngoặc đơn
nguy hiểm,2,2,3,0,0,0,qipedc,nguy hiểm
nguyên nhân,1,1,1,0,0,0,qipedc,nguyên nhân
nguyện vọng,1,1,1,0,0,0,qipedc,nguyện vọng
nguệch ngoạc,1,1,1,0,0,0,qipedc,nguệch ngoạc
nguồn gốc,1,1,1,0,0,0,qipedc,nguồn gốc
nguội,1,1,1,0,0,0,qipedc,nguội
ngà voi,1,1,1,0,0,0,qipedc,ngà voi
ngành nghề,1,1,1,0,0,0,qipedc,ngành nghề
ngày,1,0,0,1,0,0,hcmue,ngày
ngày của cha,2,2,3,0,0,0,qipedc,ngày của Cha
ngày của mẹ,2,2,3,0,0,0,qipedc,ngày của Mẹ
ngày gia đình việt nam 28/6,3,3,3,0,0,0,qipedc,ngày gia đình Việt Nam 28/6
ngày giải phóng miền nam 30/4,2,2,3,0,0,0,qipedc,ngày Giải phóng miền Nam 30/4
ngày giải phóng thủ đô 10/10,2,2,3,0,0,0,qipedc,ngày giải phóng thủ đô 10/10
ngày giỗ tổ hùng vương (âm lịch 10/3),2,2,3,0,0,0,qipedc,ngày giỗ tổ Hùng Vương (âm lịch 10/3)
ngày khai trường,1,1,1,0,0,0,qipedc,ngày khai trường
ngày mai,4,0,0,4,0,0,hcmue,ngày mai
ngày nay,3,3,3,0,0,0,qipedc,ngày nay
ngày ngôn ngữ kí hiệu quốc tế 23/9,2,2,3,0,0,0,qipedc,ngày Ngôn ngữ kí hiệu Quốc tế 23/9
ngày người khuyết tật thế giới 3/12,3,3,3,0,0,0,qipedc,ngày Người khuyết tật Thế giới 3/12
ngày người khuyết tật việt nam 18/4,3,3,3,0,0,0,qipedc,ngày Người khuyết tật Việt Nam 18/4
ngày nhà giáo việt nam,2,2,2,0,0,0,qipedc,ngày Nhà giáo Việt nam
ngày phụ nữ việt nam 20/10,3,3,3,0,0,0,qipedc,ngày Phụ nữ Việt Nam 20/10
ngày quốc tế lao động,3,3,3,0,0,0,qipedc,ngày Quốc tế Lao động
ngày quốc tế phụ nữ 8/3,3,3,3,0,0,0,qipedc,ngày Quốc tế phụ nữ 8/3
ngày sinh,3,3,3,0,0,0,qipedc,ngày sinh
ngày thành lập quân đội nhân dân việt nam,2,2,3,0,0,0,qipedc,ngày thành lập quân đội nhân dân Việt Nam
ngày tháng,3,3,3,0,0,0,qipedc,ngày tháng
ngày thương bình liệt sĩ 27/7,2,2,3,0,0,0,qipedc,ngày thương bình liệt sĩ 27/7
ngày thầy thuốc việt nam,2,2,3,0,0,0,qipedc,ngày thầy thuốc Việt Nam
ngày xưa,1,1,1,0,0,0,qipedc,ngày xưa
ngày đêm,1,1,1,0,0,0,qipedc,ngày đêm
ngán,1,1,1,0,0,0,qipedc,ngán
ngâm hạt,1,1,1,0,0,0,qipedc,ngâm hạt
ngân hàng,1,1,1,0,0,0,qipedc,ngân hàng
ngây thơ,1,1,1,0,0,0,qipedc,ngây thơ
ngã,7,1,1,0,6,14,qipedc+vslgh,NGÃ | ngã
ngã ba,1,1,1,0,0,0,qipedc,ngã ba
ngã bảy,1,0,0,1,0,0,hcmue,ngã bảy
ngã tư,1,0,0,1,0,0,hcmue,ngã tư
ngói,1,1,1,0,0,0,qipedc,ngói
ngón chân,1,1,1,0,0,0,qipedc,ngón chân
ngón tay,1,1,1,0,0,0,qipedc,ngón tay
ngô,1,1,2,0,0,0,qipedc,ngô
ngôn ngữ,1,1,1,0,0,0,qipedc,ngôn ngữ
ngôn ngữ kí hiệu,1,1,1,0,0,0,qipedc,ngôn ngữ kí hiệu
ngõ,1,1,1,0,0,0,qipedc,ngõ
ngăn chặn,1,1,1,0,0,0,qipedc,ngăn chặn
ngăn cản,1,1,1,0,0,0,qipedc,ngăn cản
ngũ quả,2,2,3,0,0,0,qipedc,ngũ quả
ngước nhìn,1,1,1,0,0,0,qipedc,ngước nhìn
người bán hàng,1,1,1,0,0,0,qipedc,người bán hàng
người gửi,1,1,1,0,0,0,qipedc,người gửi
người lái xe (ô tô),2,2,3,0,0,0,qipedc,người lái xe (ô tô)
người lạ,1,1,1,0,0,0,qipedc,người lạ
người máy,1,1,1,0,0,0,qipedc,người máy
người nhận,1,1,1,0,0,0,qipedc,người nhận
người nước ngoài,1,1,1,0,0,0,qipedc,người nước ngoài
người quen,2,2,3,0,0,0,qipedc,người quen
người xưa,3,3,3,0,0,0,qipedc,người xưa
người xấu,2,2,3,0,0,0,qipedc,người xấu
người yêu,3,3,3,0,0,0,qipedc,người yêu
ngưỡng mộ,1,1,1,0,0,0,qipedc,ngưỡng mộ
ngược lại,1,1,1,0,0,0,qipedc,ngược lại
ngược đãi,1,1,1,0,0,0,qipedc,ngược đãi
ngạc nhiên,1,1,1,0,0,0,qipedc,ngạc nhiên
ngẩng đầu,1,1,1,0,0,0,qipedc,ngẩng đầu
ngập lụt,1,1,1,0,0,0,qipedc,ngập lụt
ngập ngừng,1,1,1,0,0,0,qipedc,ngập ngừng
ngắn,1,1,1,0,0,0,qipedc,ngắn
ngắn nhất,1,1,1,0,0,0,qipedc,ngắn nhất
ngắt hoa,2,2,2,0,0,0,qipedc,ngắt hoa
ngọn cây,2,2,3,0,0,0,qipedc,ngọn cây
ngồi,8,2,3,0,6,29,qipedc+vslgh,NGỒI | ngồi
ngộ nghĩnh,1,1,1,0,0,0,qipedc,ngộ nghĩnh
ngộ độc,1,1,1,0,0,0,qipedc,ngộ độc
ngủ khó,6,0,0,0,6,14,vslgh,NGỦ-KHÓ
ngứa nhiều,6,0,0,0,6,13,vslgh,NGỨA-NHIỀU
ngừng lại,1,1,1,0,0,0,qipedc,ngừng lại
ngữ pháp,2,2,3,0,0,0,qipedc,ngữ pháp
ngữ điệu,1,1,1,0,0,0,qipedc,ngữ điệu
ngực đau,6,0,0,0,6,14,vslgh,NGỰC-ĐAU
nhanh,6,0,0,0,6,14,vslgh,NHANH
nhanh nhẹn,1,1,1,0,0,0,qipedc,nhanh nhẹn
nhi đồng,1,1,1,0,0,0,qipedc,nhi đồng
nhiều,6,0,0,0,6,98,vslgh,NHIỀU
nhiều hơn,1,1,1,0,0,0,qipedc,nhiều hơn
nhiều vô cùng,1,1,1,0,0,0,qipedc,nhiều vô cùng
nhiệm vụ,1,0,0,1,0,0,hcmue,nhiệm vụ
nhiệt kế,2,2,3,0,0,0,qipedc,nhiệt kế
nhiệt độ,1,1,1,0,0,0,qipedc,nhiệt độ
nhu cầu,1,1,1,0,0,0,qipedc,nhu cầu
nhà,6,0,0,0,6,14,vslgh,NHÀ
nhà bác học,1,1,1,0,0,0,qipedc,nhà bác học
nhà cửa,1,1,1,0,0,0,qipedc,nhà cửa
nhà kho,1,1,1,0,0,0,qipedc,nhà kho
nhà nước,2,2,3,0,0,0,qipedc,nhà nước
nhà rông,1,1,1,0,0,0,qipedc,nhà rông
nhà sàn,1,1,1,0,0,0,qipedc,nhà sàn
nhà thơ,1,1,1,0,0,0,qipedc,nhà thơ
nhà thờ,1,1,1,0,0,0,qipedc,nhà thờ
nhà thờ đức bà,1,1,1,0,0,0,qipedc,nhà thờ Đức Bà
nhà toán học,1,1,1,0,0,0,qipedc,nhà toán học
nhà trường,2,2,3,0,0,0,qipedc,nhà trường
nhà tù,1,1,1,0,0,0,qipedc,nhà tù
nhà tầng,1,1,1,0,0,0,qipedc,nhà tầng
nhà văn hóa,2,2,3,0,0,0,qipedc,nhà văn hóa
nhà vệ sinh,1,1,1,0,0,0,qipedc,nhà vệ sinh
nhà xe,1,0,0,1,0,0,hcmue,nhà xe
nhào lộn,1,1,1,0,0,0,qipedc,nhào lộn
nhát gan,1,1,1,0,0,0,qipedc,nhát gan
nháy mắt,1,1,1,0,0,0,qipedc,nháy mắt
nhân (toán học),2,2,3,0,0,0,qipedc,nhân (Toán học)
nhân chứng,1,1,1,0,0,0,qipedc,nhân chứng
nhân cách hoá,1,1,1,0,0,0,qipedc,nhân cách hoá
nhân dân,1,1,1,0,0,0,qipedc,nhân dân
nhân hậu,2,2,3,0,0,0,qipedc,nhân hậu
nhân viên,1,1,1,0,0,0,qipedc,nhân viên
nhân vật,1,1,1,0,0,0,qipedc,nhân vật
nhãn vở,3,3,3,0,0,0,qipedc,nhãn vở
nhìn,7,1,1,0,6,14,qipedc+vslgh,NHÌN | nhìn
nhói,6,0,0,0,6,14,vslgh,NHÓI
nhóm,1,1,1,0,0,0,qipedc,nhóm
nhõng nhẽo,1,1,1,0,0,0,qipedc,nhõng nhẽo
nhút nhát,1,1,1,0,0,0,qipedc,nhút nhát
nhăn mặt,1,1,1,0,0,0,qipedc,nhăn mặt
như hình với bóng,1,1,1,0,0,0,qipedc,như hình với bóng
nhưng,2,2,3,0,0,0,qipedc,nhưng
nhường nhịn,1,1,1,0,0,0,qipedc,nhường nhịn
nhược điểm,1,1,1,0,0,0,qipedc,nhược điểm
nhạy cảm,1,1,1,0,0,0,qipedc,nhạy cảm
nhảy bao bố,1,1,1,0,0,0,qipedc,nhảy bao bố
nhảy cao,1,1,1,0,0,0,qipedc,nhảy cao
nhảy dù,1,1,1,0,0,0,qipedc,nhảy dù
nhảy lò cò,1,1,1,0,0,0,qipedc,nhảy lò cò
nhảy múa,1,1,1,0,0,0,qipedc,nhảy múa
nhấn mạnh,1,1,1,0,0,0,qipedc,nhấn mạnh
nhấp kép,1,0,0,1,0,0,hcmue,nhấp kép
nhấp nháy,1,1,1,0,0,0,qipedc,nhấp nháy
nhầm,2,2,3,0,0,0,qipedc,nhầm
nhận,7,1,1,0,6,14,qipedc+vslgh,NHẬN | nhận
nhận hàng,1,1,1,0,0,0,qipedc,nhận hàng
nhận thức,1,1,1,0,0,0,qipedc,nhận thức
nhận xét,1,1,1,0,0,0,qipedc,nhận xét
nhập dữ liệu,1,0,0,1,0,0,hcmue,nhập dữ liệu
nhập khẩu,1,1,1,0,0,0,qipedc,nhập khẩu
nhập ngũ,3,3,3,0,0,0,qipedc,nhập ngũ
nhập trường,2,2,3,0,0,0,qipedc,nhập trường
nhật (nước nhật),2,2,3,0,0,0,qipedc,Nhật (nước Nhật)
nhắc nhở,1,1,1,0,0,0,qipedc,nhắc nhở
nhắm mắt,1,1,1,0,0,0,qipedc,nhắm mắt
nhặt rau,1,1,1,0,0,0,qipedc,nhặt rau
nhẹ hơn,1,1,1,0,0,0,qipedc,nhẹ hơn
nhẹ nhàng,1,1,1,0,0,0,qipedc,nhẹ nhàng
nhọn,1,1,1,0,0,0,qipedc,nhọn
nhọn hoắt,1,1,1,0,0,0,qipedc,nhọn hoắt
nhỏ,6,0,0,0,6,14,vslgh,NHỎ
nhỏ hơn,1,1,1,0,0,0,qipedc,nhỏ hơn
nhỏ tuổi,1,1,1,0,0,0,qipedc,nhỏ tuổi
nhỏ/ nhỏ bé,1,1,1,0,0,0,qipedc,nhỏ/ nhỏ bé
nhổ,6,0,0,0,6,28,vslgh,NHỔ
nhổ củ cải,1,1,1,0,0,0,qipedc,nhổ củ cải
nhổ lông mày,1,1,1,0,0,0,qipedc,nhổ lông mày
nhổ râu,1,1,1,0,0,0,qipedc,nhổ râu
nhổ răng,1,1,1,0,0,0,qipedc,nhổ răng
nhổ tóc,1,1,1,0,0,0,qipedc,nhổ tóc
nhộn nhịp (đông người),1,1,1,0,0,0,qipedc,nhộn nhịp (đông người)
nhụy hoa,1,1,1,0,0,0,qipedc,nhụy hoa
ninh bình,1,1,1,0,0,0,qipedc,Ninh Bình
ninh thuận,1,1,1,0,0,0,qipedc,Ninh Thuận
niềm vui,1,1,1,0,0,0,qipedc,niềm vui
no,3,3,3,0,0,0,qipedc,no
nào,6,0,0,0,6,84,vslgh,NÀO
này,6,0,0,0,6,42,vslgh,NÀY
nách tay,1,0,0,1,0,0,hcmue,nách tay
náo nức,1,1,1,0,0,0,qipedc,náo nức
"náo động, náo nhiệt",1,1,1,0,0,0,qipedc,"náo động, náo nhiệt"
nén,1,1,1,0,0,0,qipedc,nén
nét mặt,1,1,1,0,0,0,qipedc,nét mặt
nên không?,2,2,3,0,0,0,qipedc,nên không?
nín thở,6,0,0,0,6,14,vslgh,NÍN-THỞ
nóc nhà,1,1,1,0,0,0,qipedc,nóc nhà
nói chuyện,1,1,1,0,0,0,qipedc,nói chuyện
nói dối,1,1,1,0,0,0,qipedc,nói dối
nói leo,1,1,1,0,0,0,qipedc,nói leo
nói ngập ngừng,1,1,1,0,0,0,qipedc,nói ngập ngừng
nón,1,1,1,0,0,0,qipedc,nón
nóng,1,0,0,1,0,0,hcmue,nóng
nóng tính,1,1,1,0,0,0,qipedc,nóng tính
nô lệ,1,1,1,0,0,0,qipedc,nô lệ
nôn,6,0,0,0,6,14,vslgh,NÔN
nông nghiệp,1,1,1,0,0,0,qipedc,nông nghiệp
nông thôn,1,1,1,0,0,0,qipedc,nông thôn
núi cao,1,1,1,0,0,0,qipedc,núi cao
